"forms_assessment_id";"forms_number";"forms_status";"forms_template_name";"primary_record_number";"primary_record_name";"inventory_processing_activities_id";"inventory_processing_activities_name";"inventory_processing_activities_status";"forms_org_grupo_name";"description_org";"forms_name";"stage_name";"hybrid_category";"forms_uf";"assessment_risk_level_name";"inherent_risk_level_name";"tratamento_risco";"risco_inerente_numerico";"risco_residual_numerico";"mitigacao_risco";"forms_create_dt";"forms_updated_dt";"deadline";"end_date_year";"end_date_month";"end_date_day";"end_date";"worked_days";"flag_ropa_rat"
f0660efb-8fda-44b7-b6ae-a372db61e640;8022;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento - SEBRAE/RJ;"3870";Venda Cartão;d2eb2f5f-d164-4380-a058-2340de30f140;Venda Cartão;archived;GAT;Gerência de Atendimento;VENDA CARTÃO;IDENTIFICAÇÃO;"1.3 Gestão de Soluções";RJ;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-11T12:53:39.803+00:00";"2025-03-27T13:53:24.873Z";1900-01-01 00:00:00.000 -0306;2024;8;2;2024-08-02 18:05:06.357 -0300;357;ROPA
"164ec38f-c2bf-4f23-94d7-bf0fe2002f76";33017;COMPLETED;Mapeamento da Atividade de Tratamento de Dados Pessoais;"6893";Inteligência Artificial Interna;"4dd007b5-f110-485c-8802-d8c52fcbf24d";Inteligência Artificial Interna;active;UGP;Unidade de Gestão de Pessoas;INTELIGÊNCIA ARTIFICIAL INTERNA;IDENTIFICAÇÃO;NI;PI;VERY_HIGH;VERY_HIGH;Riscos iguais;4;4;Riscos iguais;"2025-04-07T12:45:04.417+00:00";"2025-04-24T12:52:26.533Z";1900-01-01 00:00:00.000 -0306;2025;4;24;2025-04-24 09:52:26.517 -0300;17;RAT
f1b74dd3-38c5-4e6e-8ea7-c71445f4e040;2046;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2656";Monitoramento de regularidade;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | MONITORAMENTO DE REGULARIDADE;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:05.307+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 14:34:07.223 -0300;8;ROPA
"98d33545-f6ce-41a3-bb31-26510a56fe26";2030;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2678";Atuar em contencioso Trabalhista e Tributário;"89be56d7-23b4-460a-ad77-26f867c99c28";Atuar em contencioso Trabalhista e Tributário;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROCESSOS JUDICIAIS;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:56.657+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 14:08:37.700 -0300;7;ROPA
fda2ea90-0880-42da-9043-980c38ea3d7a;2028;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2680";Recrutamento e Seleção;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | RECRUTAMENTO E SELEÇÃO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:54.010+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 16:54:55.857 -0300;8;ROPA
c5cc590a-1877-447d-a189-2409e8b1d3e1;2105;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2670";Sala do Empreendedor**;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | SALA DO EMPREENDEDOR**;NI;"1.2 Gestão do Ambiente de Negócio";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:27:32.360+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 09:50:09.677 -0300;6;ROPA
a869b27c-5b70-425b-9337-f73fc53fe2aa;2067;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2635";Gerir Dossiê;"4390cef6-e99a-4a1a-b228-7c803e0c6252";Gerir Dossiê;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | FORMAÇÃO DE DOSSIÊ;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:12.920+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 15:11:43.640 -0300;7;ROPA
"8d733324-3aa3-4f10-a8bc-3ed6295914c8";2087;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2615";Gerir Capacitação por Fornecedor;"60442277-e715-421b-8dd9-8a4614370c23";Gerir Capacitação por Fornecedor;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | CAPACITAÇÃO POR FORNECEDOR;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:26:01.443+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 15:18:21.340 -0300;6;ROPA
"7e1e9bc4-374c-4a75-85fc-77225195017c";2101;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2680";Recrutamento e Seleção;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | RECRUTAMENTO E SELEÇÃO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:27:28.210+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 12:33:05.697 -0300;6;ROPA
"84ef7923-c20b-4d04-86e3-829057619881";2076;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2626";Desenvolver ações de Inovação diretamente pelo Sebrae e/ou com Parceiros;ce5d86ef-236c-47b2-a9bb-7092cc07f81e;Desenvolver ações de Inovação diretamente pelo Sebrae e/ou com Parceiros;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | DESENVOLVIMENTO DAS AÇÕES DE INOVAÇÃO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:24.170+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 11:50:45.053 -0300;8;ROPA
cc389c87-cb4f-44eb-a043-9e25e9e6a360;2098;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2602";Gerir aquisição por compra direta;"533a284c-83f2-47f5-8546-80ce3b99b979";Gerir aquisição por compra direta;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | AQUISIÇÃO POR COMPRA DIRETA;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:26:09.697+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 13:06:01.083 -0300;6;ROPA
c52b751e-280d-4283-bccb-2eb5e3e33010;2026;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2682";Pagamento de colaboradores;"5d1cd87c-fe86-4c5a-afc6-ea367dca8919";Pagamento de Colaboradores;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PAGAMENTO DE COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:50.280+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 16:00:01.663 -0300;8;ROPA
"7e8d18db-32fd-4944-8902-6e58679c03d6";2052;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2650";Inclusão em Órgãos de Proteção ao Crédito;"29184fcb-72fd-4479-bc53-6cb675e318e8";Inclusão em Órgãos de Proteção ao Crédito;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | INCLUSÃO EM ORGÃOS DE PROTEÇÃO AO CRÉDITO;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:12.413+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 15:36:18.950 -0300;8;ROPA
"3b79ad13-7e55-483e-9dcc-2fdfe38f073b";2023;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2685";Manter Backup;c1cdf440-57a6-49cc-b9f2-85d1ce55f248;Manter Backup;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROCEDIMENTO DE BACKUP;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:45.117+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 10:09:08.753 -0300;8;ROPA
e8ff3927-6c42-4102-a140-c0880db43f90;2100;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2669";Executar Programa SENSE - Sebrae na Sua Empresa - Reg. Central;f9c5d19e-4d34-49b2-8ffa-094e4e8d4bd2;Executar Programa SENSE - Sebrae na Sua Empresa - Reg. Central;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROGRAMA SENSE - SEBRAE NA SUA EMPRESA**;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:27:27.037+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 12:33:34.843 -0300;6;ROPA
cbf588dc-69eb-4257-aec5-b431397600b9;2066;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2636";Gerir o site Vitrine do SEBRAE/GO;"2e1e90c0-bd82-4ec5-96b3-b16eb8a40231";Gerir o site Vitrine do SEBRAE/GO;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | GERIR O SITE DO SEBRAE (PUBLICAR, DESPUBLICAR CONTEÚDOS, MONITORAR FORMULÁRIOS DE CAPTAÇÃO DE LEADS, ETC);NI;"1.2 Gestão do Ambiente de Negócio";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:12.400+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 11:57:24.740 -0300;8;ROPA
"014aa01e-ef66-49c8-8599-1cc1e653794a";2033;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2669";Executar Programa SENSE - Sebrae na Sua Empresa - Reg. Central;f9c5d19e-4d34-49b2-8ffa-094e4e8d4bd2;Executar Programa SENSE - Sebrae na Sua Empresa - Reg. Central;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROGRAMA SENSE - SEBRAE NA SUA EMPRESA**;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:59.343+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 09:27:24.803 -0300;7;ROPA
d29232b1-0d38-48d0-b7e2-dff1824367c4;2032;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2670";Sala do Empreendedor**;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | SALA DO EMPREENDEDOR**;NI;"1.2 Gestão do Ambiente de Negócio";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:10:58.330+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 09:46:30.693 -0300;7;ROPA
"69c1e513-89c3-4435-b7c0-624505bd7e36";2073;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2629";Realizar Atendimento de Educação Empreendedora - Reg. Central;de749260-ebb3-45ca-a03f-5c5db0da33bc;Realizar Atendimento de Educação Empreendedora - Reg. Central;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | EDUCAÇÃO EMPREENDEDOR;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:19.883+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 10:34:24.490 -0300;7;ROPA
"1f590521-6aef-4237-8f25-fda264b55bfe";2058;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2644";Gestão de Documentos Externos;dc0be8a4-746d-48e7-ad8c-858c798e3e5b;Gestão de Documentos Externos;archived;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | GESTÃO DE DOCUMENTOS EXTERNOS;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:18.303+00:00";"2025-04-14T18:34:42.983Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 17:54:17.437 -0300;9;ROPA
d9a47b5e-8adb-401f-bee0-3f32628c572d;2047;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2655";Verificar a legalidade do processo licitatório;"70afa680-f35c-4d08-947e-81760725e327";Verificar a legalidade do processo licitatório;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | LICITAÇÃO;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:06.760+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 17:05:28.730 -0300;9;ROPA
"48290eb6-ddd8-4083-8295-73e5bbec4dd6";2039;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2663";Gerir Rede de Agentes - Programa ALI;a09a8278-f07f-45c2-ae22-0b4d3bd8d0dc;Gerir Rede de Agentes - Programa ALI;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROGRAMA BRASIL MAIS - LOCAL;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:11:04.970+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 16:22:58.623 -0300;7;ROPA
a437f95e-a239-482c-91fb-0a084d1c084c;2080;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2622";Contratação de seguros de viagens;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | CONTRATAÇÃO DE SEGUROS DE VIAGENS;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:25:55.067+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 16:27:40.537 -0300;9;ROPA
"1b7b2069-c280-4145-9603-639263134dbb";2065;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2637";Dar suporte ao usuário e cliente -Abertura de chamados;"1adca478-fe2f-4f31-9a79-5846140c67af";Dar suporte ao usuário e cliente -Abertura de chamados;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | GESTÃO DA CENTRAL DE SERVIÇOS;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:11.457+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 18:36:10.987 -0300;8;ROPA
"536a46e1-61b6-4bee-8a93-6da254f6bf7a";2043;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2659";Gerir a Ouvidoria;"9b31718b-13b9-419c-91ed-784524e8ff70";Gerir a Ouvidoria;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | OUVIDORIA;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:03.220+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 16:02:46.827 -0300;6;ROPA
a51ebcd5-3846-429d-9c2b-a4fd99a1b323;2035;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2667";Executar Programa Brasil + ALI - Reg. Central;b4659ae6-c9ae-4ba5-994f-b3c96e5dae50;Executar Programa Brasil + ALI - Reg. Central;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | PROGRAMA BRASIL MAIS - LOCAL**;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:11:01.317+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;12;2022-12-12 16:23:04.560 -0300;7;ROPA
"6b61c118-06ae-4394-a027-a0202e53fc8c";2071;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2631";Verificar a legalidade das contratações ou parcerias;fb475389-27ad-4024-9123-dfb843f116dc;Verificar a legalidade das contratações ou parcerias;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | ELABORAÇÃO DE CONTRATOS/TERMOS ADITIVOS/CONVÊNIOS;NI;"2.9 Gestão de Parcerias";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:18.440+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;13;2022-12-13 11:29:44.943 -0300;7;ROPA
fd5cee31-4e42-441d-abb6-6f0b357785d8;2045;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2657";Monitorar Dados do RaioX;c6a47983-fc03-493c-9f6e-09b72d838eeb;Monitorar Dados do RaioX;archived;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | MONITORAR OS DADOS DO RAIOX;NI;"2.8 Gestão de Dados e Informações";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:04.767+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 12:05:02.197 -0300;8;ROPA
"7b9b7e70-0765-40cf-8177-39a4acdfc2a2";2085;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2617";Cobrança bancária;aabaff36-7d9c-4c74-b2cd-b94ee5fd0322;Cobrança bancária;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | COBRANÇA BANCÁRIA;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:25:58.950+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 14:44:12.730 -0300;8;ROPA
c9635b36-253d-4723-88fb-d860b151330b;2081;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2621";Gerir Contratos de Consultorias Tecnológicas - Sebraetec - Reg. Central;"2a832760-cb8f-4d07-be41-ab86aee686e6";Gerir Contratos de Consultorias Tecnológicas - Sebraetec - Reg. Central;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | CONSULTORIAS (GERENCIAIS E SEBRAETEC);NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:25:55.807+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 18:07:18.403 -0300;9;ROPA
"715c7f54-41d9-4425-8616-8adf16ff3a46";2068;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2634";Envio de obrigatoriedade;NI;NI;NI;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | ENVIO DE OBRIGATORIEDADE;NI;"1.3 Gestão de Soluções";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:22:14.393+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 15:31:46.353 -0300;8;ROPA
"8dbf237a-f8e5-467a-b487-cb1f4f8bab74";2049;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"2653";Lançamentos fiscais;"639a33f1-7873-4ac1-9428-abfbb1cc8fb9";Lançamentos Fiscais;active;SEBRAE;Sebrae Goiás;ATUALIZAR ATIVIDADE | LANÇAMENTOS FISCAIS;NI;"1.1 Gestão do Relacionamento com o Cliente";GO;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2022-12-05T19:13:08.100+00:00";"2025-04-14T18:34:42.953Z";2022-12-09 00:00:00.000 -0300;2022;12;14;2022-12-14 15:41:57.773 -0300;8;ROPA
